"GALAXY","STAR","prob_gal"
0,500,0
4,496,0.008
2,498,0.004
8,492,0.016
3,497,0.006
48,452,0.096
174,326,0.348
18,482,0.036
1,499,0.002
0,500,0
3,497,0.006
500,0,1
499,1,0.998
500,0,1
500,0,1
439,61,0.878
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
494,6,0.988
500,0,1
498,2,0.996
498,2,0.996
500,0,1
500,0,1
0,500,0
341,159,0.682
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
7,493,0.014
500,0,1
500,0,1
499,1,0.998
68,432,0.136
0,500,0
500,0,1
500,0,1
0,500,0
0,500,0
491,9,0.982
500,0,1
0,500,0
500,0,1
163,337,0.326
500,0,1
500,0,1
451,49,0.902
499,1,0.998
500,0,1
500,0,1
0,500,0
21,479,0.042
48,452,0.096
272,228,0.544
0,500,0
18,482,0.036
7,493,0.014
8,492,0.016
202,298,0.404
0,500,0
346,154,0.692
116,384,0.232
42,458,0.084
2,498,0.004
27,473,0.054
0,500,0
60,440,0.12
50,450,0.1
194,306,0.388
44,456,0.088
9,491,0.018
44,456,0.088
2,498,0.004
65,435,0.13
500,0,1
499,1,0.998
465,35,0.93
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
500,0,1
494,6,0.988
500,0,1
498,2,0.996
97,403,0.194
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
415,85,0.83
500,0,1
500,0,1
500,0,1
296,204,0.592
497,3,0.994
437,63,0.874
236,264,0.472
0,500,0
500,0,1
83,417,0.166
78,422,0.156
19,481,0.038
7,493,0.014
1,499,0.002
4,496,0.008
151,349,0.302
196,304,0.392
0,500,0
48,452,0.096
48,452,0.096
57,443,0.114
13,487,0.026
0,500,0
79,421,0.158
27,473,0.054
18,482,0.036
3,497,0.006
0,500,0
7,493,0.014
149,351,0.298
3,497,0.006
1,499,0.002
33,467,0.066
109,391,0.218
500,0,1
490,10,0.98
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
487,13,0.974
0,500,0
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
48,452,0.096
500,0,1
85,415,0.17
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
494,6,0.988
435,65,0.87
500,0,1
500,0,1
500,0,1
499,1,0.998
499,1,0.998
492,8,0.984
471,29,0.942
500,0,1
500,0,1
498,2,0.996
91,409,0.182
119,381,0.238
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
4,496,0.008
11,489,0.022
3,497,0.006
0,500,0
56,444,0.112
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
493,7,0.986
0,500,0
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
364,136,0.728
500,0,1
500,0,1
500,0,1
485,15,0.97
500,0,1
500,0,1
414,86,0.828
499,1,0.998
434,66,0.868
471,29,0.942
92,408,0.184
487,13,0.974
494,6,0.988
5,495,0.01
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
499,1,0.998
0,500,0
500,0,1
500,0,1
432,68,0.864
500,0,1
499,1,0.998
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
498,2,0.996
0,500,0
7,493,0.014
5,495,0.01
42,458,0.084
339,161,0.678
483,17,0.966
497,3,0.994
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
499,1,0.998
500,0,1
136,364,0.272
83,417,0.166
0,500,0
14,486,0.028
307,193,0.614
0,500,0
203,297,0.406
9,491,0.018
84,416,0.168
18,482,0.036
0,500,0
33,467,0.066
488,12,0.976
388,112,0.776
442,58,0.884
102,398,0.204
2,498,0.004
500,0,1
490,10,0.98
487,13,0.974
500,0,1
0,500,0
13,487,0.026
0,500,0
8,492,0.016
203,297,0.406
8,492,0.016
33,467,0.066
429,71,0.858
118,382,0.236
445,55,0.89
488,12,0.976
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
303,197,0.606
39,461,0.078
485,15,0.97
429,71,0.858
500,0,1
500,0,1
485,15,0.97
165,335,0.33
0,500,0
491,9,0.982
495,5,0.99
500,0,1
500,0,1
500,0,1
18,482,0.036
500,0,1
497,3,0.994
500,0,1
435,65,0.87
428,72,0.856
500,0,1
293,207,0.586
500,0,1
500,0,1
489,11,0.978
499,1,0.998
495,5,0.99
492,8,0.984
498,2,0.996
500,0,1
500,0,1
500,0,1
494,6,0.988
13,487,0.026
126,374,0.252
168,332,0.336
27,473,0.054
26,474,0.052
10,490,0.02
7,493,0.014
250,250,0.5
19,481,0.038
253,247,0.506
499,1,0.998
499,1,0.998
500,0,1
500,0,1
500,0,1
458,42,0.916
22,478,0.044
480,20,0.96
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
140,360,0.28
500,0,1
484,16,0.968
500,0,1
500,0,1
500,0,1
473,27,0.946
495,5,0.99
498,2,0.996
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
480,20,0.96
0,500,0
500,0,1
427,73,0.854
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
479,21,0.958
500,0,1
493,7,0.986
500,0,1
226,274,0.452
2,498,0.004
30,470,0.06
448,52,0.896
17,483,0.034
13,487,0.026
0,500,0
0,500,0
9,491,0.018
4,496,0.008
500,0,1
499,1,0.998
495,5,0.99
0,500,0
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
0,500,0
334,166,0.668
472,28,0.944
426,74,0.852
500,0,1
495,5,0.99
500,0,1
500,0,1
474,26,0.948
499,1,0.998
97,403,0.194
113,387,0.226
38,462,0.076
2,498,0.004
0,500,0
1,499,0.002
86,414,0.172
3,497,0.006
0,500,0
1,499,0.002
500,0,1
500,0,1
477,23,0.954
500,0,1
500,0,1
4,496,0.008
207,293,0.414
500,0,1
450,50,0.9
492,8,0.984
488,12,0.976
0,500,0
487,13,0.974
493,7,0.986
0,500,0
92,408,0.184
500,0,1
500,0,1
10,490,0.02
8,492,0.016
207,293,0.414
3,497,0.006
5,495,0.01
1,499,0.002
96,404,0.192
40,460,0.08
39,461,0.078
130,370,0.26
500,0,1
473,27,0.946
203,297,0.406
0,500,0
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
409,91,0.818
500,0,1
497,3,0.994
10,490,0.02
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
213,287,0.426
500,0,1
498,2,0.996
500,0,1
500,0,1
461,39,0.922
500,0,1
33,467,0.066
498,2,0.996
498,2,0.996
499,1,0.998
498,2,0.996
493,7,0.986
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
9,491,0.018
473,27,0.946
500,0,1
487,13,0.974
499,1,0.998
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
477,23,0.954
456,44,0.912
498,2,0.996
498,2,0.996
500,0,1
500,0,1
494,6,0.988
4,496,0.008
500,0,1
500,0,1
495,5,0.99
177,323,0.354
468,32,0.936
453,47,0.906
13,487,0.026
3,497,0.006
14,486,0.028
17,483,0.034
499,1,0.998
496,4,0.992
500,0,1
494,6,0.988
8,492,0.016
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
487,13,0.974
369,131,0.738
426,74,0.852
0,500,0
80,420,0.16
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
499,1,0.998
500,0,1
500,0,1
481,19,0.962
327,173,0.654
15,485,0.03
55,445,0.11
73,427,0.146
78,422,0.156
192,308,0.384
500,0,1
11,489,0.022
256,244,0.512
500,0,1
494,6,0.988
489,11,0.978
486,14,0.972
432,68,0.864
25,475,0.05
51,449,0.102
76,424,0.152
0,500,0
70,430,0.14
1,499,0.002
0,500,0
98,402,0.196
100,400,0.2
21,479,0.042
2,498,0.004
123,377,0.246
450,50,0.9
11,489,0.022
1,499,0.002
311,189,0.622
103,397,0.206
179,321,0.358
7,493,0.014
1,499,0.002
11,489,0.022
0,500,0
180,320,0.36
10,490,0.02
61,439,0.122
400,100,0.8
500,0,1
493,7,0.986
500,0,1
318,182,0.636
500,0,1
497,3,0.994
500,0,1
500,0,1
412,88,0.824
0,500,0
30,470,0.06
12,488,0.024
20,480,0.04
127,373,0.254
19,481,0.038
156,344,0.312
0,500,0
498,2,0.996
500,0,1
500,0,1
500,0,1
40,460,0.08
40,460,0.08
2,498,0.004
4,496,0.008
500,0,1
483,17,0.966
500,0,1
160,340,0.32
500,0,1
498,2,0.996
0,500,0
44,456,0.088
500,0,1
421,79,0.842
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
499,1,0.998
494,6,0.988
126,374,0.252
500,0,1
477,23,0.954
500,0,1
0,500,0
500,0,1
498,2,0.996
498,2,0.996
500,0,1
481,19,0.962
500,0,1
500,0,1
500,0,1
471,29,0.942
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
498,2,0.996
475,25,0.95
449,51,0.898
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
475,25,0.95
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
19,481,0.038
0,500,0
500,0,1
500,0,1
499,1,0.998
499,1,0.998
500,0,1
352,148,0.704
474,26,0.948
8,492,0.016
500,0,1
496,4,0.992
349,151,0.698
0,500,0
500,0,1
24,476,0.048
499,1,0.998
36,464,0.072
2,498,0.004
269,231,0.538
0,500,0
1,499,0.002
205,295,0.41
116,384,0.232
9,491,0.018
12,488,0.024
0,500,0
44,456,0.088
18,482,0.036
2,498,0.004
114,386,0.228
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
70,430,0.14
0,500,0
500,0,1
500,0,1
499,1,0.998
497,3,0.994
500,0,1
500,0,1
9,491,0.018
500,0,1
500,0,1
0,500,0
0,500,0
4,496,0.008
2,498,0.004
357,143,0.714
66,434,0.132
493,7,0.986
492,8,0.984
9,491,0.018
43,457,0.086
0,500,0
500,0,1
500,0,1
0,500,0
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
11,489,0.022
63,437,0.126
3,497,0.006
14,486,0.028
490,10,0.98
436,64,0.872
500,0,1
389,111,0.778
500,0,1
499,1,0.998
500,0,1
95,405,0.19
0,500,0
500,0,1
500,0,1
0,500,0
491,9,0.982
312,188,0.624
83,417,0.166
500,0,1
255,245,0.51
21,479,0.042
500,0,1
57,443,0.114
12,488,0.024
80,420,0.16
152,348,0.304
464,36,0.928
487,13,0.974
96,404,0.192
37,463,0.074
228,272,0.456
374,126,0.748
314,186,0.628
0,500,0
3,497,0.006
1,499,0.002
56,444,0.112
4,496,0.008
62,438,0.124
13,487,0.026
53,447,0.106
23,477,0.046
500,0,1
490,10,0.98
448,52,0.896
500,0,1
488,12,0.976
500,0,1
89,411,0.178
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
382,118,0.764
500,0,1
479,21,0.958
495,5,0.99
500,0,1
500,0,1
0,500,0
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
0,500,0
14,486,0.028
0,500,0
1,499,0.002
0,500,0
11,489,0.022
2,498,0.004
500,0,1
500,0,1
500,0,1
500,0,1
164,336,0.328
491,9,0.982
492,8,0.984
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
17,483,0.034
498,2,0.996
9,491,0.018
4,496,0.008
21,479,0.042
88,412,0.176
0,500,0
6,494,0.012
12,488,0.024
484,16,0.968
2,498,0.004
1,499,0.002
8,492,0.016
0,500,0
177,323,0.354
306,194,0.612
1,499,0.002
2,498,0.004
254,246,0.508
271,229,0.542
500,0,1
500,0,1
443,57,0.886
498,2,0.996
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
8,492,0.016
202,298,0.404
232,268,0.464
54,446,0.108
4,496,0.008
296,204,0.592
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
0,500,0
469,31,0.938
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
255,245,0.51
65,435,0.13
500,0,1
487,13,0.974
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
346,154,0.692
500,0,1
499,1,0.998
479,21,0.958
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
462,38,0.924
161,339,0.322
75,425,0.15
1,499,0.002
41,459,0.082
496,4,0.992
0,500,0
33,467,0.066
500,0,1
56,444,0.112
10,490,0.02
3,497,0.006
21,479,0.042
6,494,0.012
500,0,1
500,0,1
0,500,0
500,0,1
130,370,0.26
271,229,0.542
3,497,0.006
0,500,0
142,358,0.284
10,490,0.02
485,15,0.97
175,325,0.35
0,500,0
461,39,0.922
0,500,0
13,487,0.026
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
328,172,0.656
499,1,0.998
500,0,1
486,14,0.972
500,0,1
497,3,0.994
462,38,0.924
500,0,1
500,0,1
497,3,0.994
0,500,0
61,439,0.122
0,500,0
469,31,0.938
500,0,1
500,0,1
255,245,0.51
367,133,0.734
498,2,0.996
499,1,0.998
500,0,1
337,163,0.674
500,0,1
337,163,0.674
500,0,1
497,3,0.994
499,1,0.998
499,1,0.998
498,2,0.996
499,1,0.998
500,0,1
130,370,0.26
43,457,0.086
120,380,0.24
297,203,0.594
350,150,0.7
1,499,0.002
3,497,0.006
0,500,0
0,500,0
0,500,0
17,483,0.034
495,5,0.99
54,446,0.108
500,0,1
391,109,0.782
489,11,0.978
11,489,0.022
31,469,0.062
1,499,0.002
3,497,0.006
24,476,0.048
2,498,0.004
27,473,0.054
6,494,0.012
23,477,0.046
139,361,0.278
6,494,0.012
91,409,0.182
42,458,0.084
420,80,0.84
161,339,0.322
13,487,0.026
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
500,0,1
499,1,0.998
454,46,0.908
500,0,1
479,21,0.958
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
6,494,0.012
8,492,0.016
51,449,0.102
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
5,495,0.01
5,495,0.01
500,0,1
500,0,1
500,0,1
500,0,1
474,26,0.948
487,13,0.974
500,0,1
488,12,0.976
500,0,1
466,34,0.932
498,2,0.996
500,0,1
12,488,0.024
30,470,0.06
2,498,0.004
497,3,0.994
500,0,1
500,0,1
485,15,0.97
500,0,1
498,2,0.996
445,55,0.89
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
310,190,0.62
26,474,0.052
226,274,0.452
90,410,0.18
194,306,0.388
0,500,0
99,401,0.198
499,1,0.998
297,203,0.594
57,443,0.114
443,57,0.886
64,436,0.128
80,420,0.16
17,483,0.034
0,500,0
180,320,0.36
500,0,1
500,0,1
500,0,1
409,91,0.818
494,6,0.988
471,29,0.942
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
310,190,0.62
494,6,0.988
499,1,0.998
500,0,1
500,0,1
500,0,1
2,498,0.004
77,423,0.154
7,493,0.014
58,442,0.116
49,451,0.098
500,0,1
488,12,0.976
500,0,1
500,0,1
500,0,1
486,14,0.972
500,0,1
468,32,0.936
500,0,1
500,0,1
491,9,0.982
471,29,0.942
500,0,1
19,481,0.038
347,153,0.694
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
460,40,0.92
496,4,0.992
92,408,0.184
77,423,0.154
95,405,0.19
33,467,0.066
216,284,0.432
39,461,0.078
20,480,0.04
4,496,0.008
0,500,0
7,493,0.014
0,500,0
7,493,0.014
3,497,0.006
6,494,0.012
17,483,0.034
55,445,0.11
70,430,0.14
18,482,0.036
43,457,0.086
140,360,0.28
3,497,0.006
9,491,0.018
3,497,0.006
0,500,0
334,166,0.668
83,417,0.166
106,394,0.212
350,150,0.7
4,496,0.008
16,484,0.032
43,457,0.086
13,487,0.026
70,430,0.14
500,0,1
500,0,1
131,369,0.262
492,8,0.984
500,0,1
482,18,0.964
496,4,0.992
488,12,0.976
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
0,500,0
1,499,0.002
500,0,1
500,0,1
0,500,0
480,20,0.96
499,1,0.998
500,0,1
500,0,1
496,4,0.992
469,31,0.938
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
468,32,0.936
499,1,0.998
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
485,15,0.97
99,401,0.198
497,3,0.994
483,17,0.966
500,0,1
500,0,1
471,29,0.942
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
499,1,0.998
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
371,129,0.742
467,33,0.934
473,27,0.946
500,0,1
500,0,1
494,6,0.988
478,22,0.956
472,28,0.944
0,500,0
500,0,1
458,42,0.916
0,500,0
2,498,0.004
500,0,1
500,0,1
482,18,0.964
500,0,1
459,41,0.918
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
426,74,0.852
500,0,1
33,467,0.066
24,476,0.048
4,496,0.008
10,490,0.02
3,497,0.006
24,476,0.048
488,12,0.976
434,66,0.868
4,496,0.008
1,499,0.002
1,499,0.002
2,498,0.004
1,499,0.002
3,497,0.006
2,498,0.004
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
58,442,0.116
483,17,0.966
482,18,0.964
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
324,176,0.648
500,0,1
493,7,0.986
386,114,0.772
500,0,1
500,0,1
500,0,1
492,8,0.984
489,11,0.978
447,53,0.894
500,0,1
487,13,0.974
483,17,0.966
500,0,1
4,496,0.008
500,0,1
500,0,1
19,481,0.038
0,500,0
3,497,0.006
30,470,0.06
14,486,0.028
7,493,0.014
388,112,0.776
27,473,0.054
0,500,0
0,500,0
445,55,0.89
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
498,2,0.996
499,1,0.998
488,12,0.976
500,0,1
494,6,0.988
500,0,1
487,13,0.974
500,0,1
500,0,1
500,0,1
461,39,0.922
482,18,0.964
499,1,0.998
107,393,0.214
0,500,0
11,489,0.022
14,486,0.028
4,496,0.008
179,321,0.358
13,487,0.026
30,470,0.06
2,498,0.004
0,500,0
0,500,0
345,155,0.69
36,464,0.072
0,500,0
0,500,0
1,499,0.002
1,499,0.002
24,476,0.048
0,500,0
5,495,0.01
497,3,0.994
415,85,0.83
237,263,0.474
500,0,1
54,446,0.108
35,465,0.07
36,464,0.072
34,466,0.068
476,24,0.952
103,397,0.206
431,69,0.862
344,156,0.688
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
1,499,0.002
472,28,0.944
198,302,0.396
500,0,1
496,4,0.992
10,490,0.02
7,493,0.014
3,497,0.006
500,0,1
491,9,0.982
3,497,0.006
497,3,0.994
461,39,0.922
0,500,0
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
441,59,0.882
500,0,1
500,0,1
493,7,0.986
487,13,0.974
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
167,333,0.334
23,477,0.046
90,410,0.18
30,470,0.06
88,412,0.176
7,493,0.014
48,452,0.096
32,468,0.064
75,425,0.15
16,484,0.032
16,484,0.032
2,498,0.004
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
435,65,0.87
444,56,0.888
500,0,1
6,494,0.012
53,447,0.106
331,169,0.662
2,498,0.004
36,464,0.072
262,238,0.524
172,328,0.344
277,223,0.554
135,365,0.27
480,20,0.96
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
481,19,0.962
500,0,1
470,30,0.94
500,0,1
500,0,1
499,1,0.998
500,0,1
487,13,0.974
490,10,0.98
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
374,126,0.748
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
476,24,0.952
498,2,0.996
369,131,0.738
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
123,377,0.246
47,453,0.094
9,491,0.018
280,220,0.56
500,0,1
5,495,0.01
500,0,1
0,500,0
1,499,0.002
11,489,0.022
499,1,0.998
500,0,1
497,3,0.994
500,0,1
483,17,0.966
1,499,0.002
5,495,0.01
198,302,0.396
9,491,0.018
11,489,0.022
500,0,1
500,0,1
499,1,0.998
6,494,0.012
462,38,0.924
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
499,1,0.998
0,500,0
468,32,0.936
500,0,1
500,0,1
450,50,0.9
500,0,1
0,500,0
499,1,0.998
500,0,1
500,0,1
257,243,0.514
499,1,0.998
500,0,1
2,498,0.004
500,0,1
491,9,0.982
500,0,1
500,0,1
470,30,0.94
483,17,0.966
83,417,0.166
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
370,130,0.74
349,151,0.698
499,1,0.998
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
0,500,0
500,0,1
0,500,0
493,7,0.986
5,495,0.01
500,0,1
500,0,1
483,17,0.966
392,108,0.784
471,29,0.942
499,1,0.998
9,491,0.018
28,472,0.056
4,496,0.008
11,489,0.022
22,478,0.044
65,435,0.13
18,482,0.036
4,496,0.008
0,500,0
19,481,0.038
111,389,0.222
28,472,0.056
0,500,0
500,0,1
5,495,0.01
0,500,0
471,29,0.942
12,488,0.024
177,323,0.354
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
496,4,0.992
485,15,0.97
500,0,1
500,0,1
498,2,0.996
30,470,0.06
488,12,0.976
500,0,1
495,5,0.99
485,15,0.97
63,437,0.126
0,500,0
105,395,0.21
1,499,0.002
28,472,0.056
1,499,0.002
2,498,0.004
148,352,0.296
173,327,0.346
3,497,0.006
93,407,0.186
500,0,1
493,7,0.986
438,62,0.876
492,8,0.984
313,187,0.626
478,22,0.956
500,0,1
21,479,0.042
2,498,0.004
130,370,0.26
133,367,0.266
6,494,0.012
6,494,0.012
208,292,0.416
55,445,0.11
39,461,0.078
9,491,0.018
8,492,0.016
167,333,0.334
198,302,0.396
4,496,0.008
150,350,0.3
17,483,0.034
22,478,0.044
500,0,1
456,44,0.912
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
499,1,0.998
497,3,0.994
499,1,0.998
500,0,1
491,9,0.982
500,0,1
192,308,0.384
413,87,0.826
500,0,1
500,0,1
499,1,0.998
247,253,0.494
500,0,1
500,0,1
490,10,0.98
0,500,0
499,1,0.998
500,0,1
0,500,0
500,0,1
0,500,0
471,29,0.942
500,0,1
500,0,1
500,0,1
0,500,0
403,97,0.806
176,324,0.352
500,0,1
500,0,1
487,13,0.974
500,0,1
331,169,0.662
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
115,385,0.23
176,324,0.352
78,422,0.156
12,488,0.024
161,339,0.322
33,467,0.066
4,496,0.008
4,496,0.008
1,499,0.002
483,17,0.966
6,494,0.012
80,420,0.16
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
341,159,0.682
497,3,0.994
3,497,0.006
0,500,0
66,434,0.132
8,492,0.016
17,483,0.034
5,495,0.01
500,0,1
500,0,1
499,1,0.998
495,5,0.99
25,475,0.05
0,500,0
500,0,1
500,0,1
8,492,0.016
500,0,1
82,418,0.164
70,430,0.14
482,18,0.964
122,378,0.244
17,483,0.034
129,371,0.258
51,449,0.102
248,252,0.496
2,498,0.004
497,3,0.994
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
30,470,0.06
36,464,0.072
361,139,0.722
23,477,0.046
47,453,0.094
47,453,0.094
3,497,0.006
13,487,0.026
181,319,0.362
255,245,0.51
1,499,0.002
30,470,0.06
14,486,0.028
61,439,0.122
62,438,0.124
489,11,0.978
500,0,1
493,7,0.986
496,4,0.992
500,0,1
500,0,1
0,500,0
463,37,0.926
1,499,0.002
1,499,0.002
500,0,1
426,74,0.852
500,0,1
446,54,0.892
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
483,17,0.966
444,56,0.888
500,0,1
0,500,0
500,0,1
478,22,0.956
500,0,1
0,500,0
500,0,1
500,0,1
437,63,0.874
0,500,0
493,7,0.986
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
61,439,0.122
266,234,0.532
500,0,1
500,0,1
500,0,1
411,89,0.822
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
479,21,0.958
496,4,0.992
500,0,1
500,0,1
499,1,0.998
500,0,1
493,7,0.986
500,0,1
500,0,1
406,94,0.812
51,449,0.102
500,0,1
500,0,1
500,0,1
6,494,0.012
89,411,0.178
144,356,0.288
7,493,0.014
6,494,0.012
134,366,0.268
2,498,0.004
235,265,0.47
1,499,0.002
16,484,0.032
9,491,0.018
500,0,1
500,0,1
500,0,1
498,2,0.996
497,3,0.994
500,0,1
403,97,0.806
500,0,1
456,44,0.912
235,265,0.47
11,489,0.022
58,442,0.116
9,491,0.018
500,0,1
240,260,0.48
499,1,0.998
6,494,0.012
500,0,1
500,0,1
500,0,1
500,0,1
85,415,0.17
500,0,1
28,472,0.056
28,472,0.056
491,9,0.982
438,62,0.876
498,2,0.996
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
466,34,0.932
500,0,1
262,238,0.524
474,26,0.948
353,147,0.706
491,9,0.982
339,161,0.678
500,0,1
490,10,0.98
2,498,0.004
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
492,8,0.984
293,207,0.586
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
499,1,0.998
500,0,1
130,370,0.26
42,458,0.084
42,458,0.084
500,0,1
500,0,1
500,0,1
500,0,1
100,400,0.2
500,0,1
470,30,0.94
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
39,461,0.078
